8,car_0,0,-209.89,0.0
9,car_0,0,-208.41769129268397,14.723087073160213
10,car_0,0,-206.94538258536795,14.723087073160213
11,car_0,0,-205.47307387805193,14.723087073160213
12,car_0,0,-204.00076517073592,14.723087073160213
13,car_0,0,-202.5284564634199,14.723087073160213
14,car_0,0,-201.05614775610388,14.723087073160213
15,car_0,0,-199.5619358408293,14.723087073160213
16,car_0,0,-197.45667268293457,20.0
17,car_0,0,-195.35140952503986,20.0
17,car_1,1,-209.89,0.0
18,car_0,0,-193.24614636714512,20.0
18,car_1,1,-208.58669312987837,13.033068701216274
19,car_0,0,-191.14088320925038,20.0
19,car_1,1,-207.28338625975675,13.033068701216276
20,car_0,0,-189.03562005135564,20.0
20,car_1,1,-205.9800793896351,13.033068701216276
21,car_0,0,-186.9303568934609,20.0
21,car_1,1,-204.6767725195135,13.033068701216276
22,car_0,0,-184.82509373556616,20.0
22,car_1,1,-203.37346564939187,13.033068701216276
23,car_0,0,-182.71983057767142,20.0
23,car_1,1,-202.07015877927023,13.033068701216276
24,car_0,0,-180.61456741977668,20.0
24,car_1,1,-200.7668519091486,13.033068701216276
25,car_0,0,-178.50930426188194,20.0
25,car_1,1,-199.4353105673968,13.033068701216276
26,car_0,0,-176.40404110398723,20.0
26,car_1,1,-197.45992976315048,18.76611764034021
27,car_0,0,-174.29877794609249,20.0
27,car_1,1,-195.48454895890416,18.76611764034021
28,car_0,0,-172.19351478819775,20.0
28,car_1,1,-193.5091681546578,18.76611764034021
29,car_0,0,-170.088251630303,20.0
29,car_1,1,-191.53378735041147,18.76611764034021
30,car_0,0,-167.98298847240827,20.0
30,car_1,1,-189.55840654616514,18.76611764034021
31,car_0,0,-165.87772531451353,20.0
31,car_1,1,-187.5830257419188,18.76611764034021
32,car_0,0,-163.7724621566188,20.0
32,car_1,1,-185.60764493767246,18.76611764034021
33,car_0,0,-161.66719899872405,20.0
33,car_1,1,-183.63226413342613,18.76611764034021
34,car_0,0,-159.56193584082934,20.0
34,car_1,1,-181.65688332917978,18.76611764034021
35,car_0,0,-157.4566726829346,20.0
35,car_1,1,-179.68150252493345,18.76611764034021
36,car_0,0,-155.35140952503986,20.0
36,car_1,1,-177.70612172068712,18.76611764034021
37,car_0,0,-153.24614636714512,20.0
37,car_1,1,-175.73074091644077,18.76611764034021
38,car_0,0,-151.14088320925038,20.0
38,car_1,1,-173.75536011219444,18.76611764034021
39,car_0,0,-149.03562005135564,20.0
39,car_1,1,-171.77997930794808,18.76611764034021
40,car_0,0,-146.9303568934609,20.0
40,car_1,1,-169.80459850370175,18.76611764034021
41,car_0,0,-144.82509373556616,20.0
41,car_1,1,-167.82921769945543,18.76611764034021
42,car_0,0,-142.71983057767142,20.0
42,car_1,1,-165.8538368952091,18.76611764034021
43,car_0,0,-140.61456741977668,20.0
43,car_1,1,-163.87845609096274,18.76611764034021
44,car_0,0,-138.50930426188194,20.0
44,car_1,1,-161.9030752867164,18.76611764034021
45,car_0,0,-136.40404110398723,20.0
45,car_1,1,-159.92769448247006,18.76611764034021
46,car_0,0,-134.29877794609249,20.0
46,car_1,1,-157.95231367822373,18.76611764034021
47,car_0,0,-132.19351478819775,20.0
47,car_1,1,-155.97693287397738,18.76611764034021
48,car_0,0,-130.088251630303,20.0
48,car_1,1,-154.00155206973105,18.76611764034021
49,car_0,0,-127.98298847240827,20.0
49,car_1,1,-152.0261712654847,18.76611764034021
50,car_0,0,-125.87772531451353,20.0
50,car_1,1,-150.05079046123836,18.76611764034021
51,car_0,0,-123.7724621566188,20.0
51,car_1,1,-148.075409656992,18.76611764034021
52,car_0,0,-121.66719899872406,20.0
52,car_1,1,-146.10002885274568,18.76611764034021
53,car_0,0,-119.56193584082932,20.0
53,car_1,1,-144.12464804849932,18.76611764034021
54,car_0,0,-117.45667268293458,20.0
54,car_1,1,-142.149267244253,18.76611764034021
55,car_0,0,-115.35140952503984,20.0
55,car_1,1,-140.17388644000664,18.76611764034021
56,car_0,0,-113.24614636714512,20.0
56,car_1,1,-138.1985056357603,18.76611764034021
57,car_0,0,-111.14088320925038,20.0
57,car_1,1,-136.22312483151399,18.76611764034021
58,car_0,0,-109.03562005135564,20.0
58,car_1,1,-134.24774402726763,18.76611764034021
59,car_0,0,-106.9303568934609,20.0
59,car_1,1,-132.27236322302127,18.76611764034021
60,car_0,0,-104.82509373556617,20.0
60,car_1,1,-130.29698241877495,18.76611764034021
61,car_0,0,-102.71983057767143,20.0
61,car_1,1,-128.32160161452862,18.76611764034021
62,car_0,0,-100.61456741977669,20.0
62,car_1,1,-126.34622081028226,18.76611764034021
63,car_0,0,-98.50930426188197,20.0
63,car_1,1,-124.37084000603592,18.76611764034021
64,car_0,0,-96.40404110398721,20.0
64,car_1,1,-122.39545920178958,18.76611764034021
65,car_0,0,-94.2987779460925,20.0
65,car_1,1,-120.42007839754324,18.76611764034021
66,car_0,0,-92.19351478819775,20.0
66,car_1,1,-118.44469759329691,18.76611764034021
67,car_0,0,-90.088251630303,20.0
67,car_1,1,-116.46931678905057,18.76611764034021
68,car_0,0,-87.98298847240827,20.0
68,car_1,1,-114.49393598480422,18.76611764034021
69,car_0,0,-85.87772531451354,20.0
69,car_1,1,-112.51855518055788,18.76611764034021
70,car_0,0,-83.7724621566188,20.0
70,car_1,1,-110.54317437631154,18.76611764034021
71,car_0,0,-81.66719899872406,20.0
71,car_1,1,-108.5677935720652,18.76611764034021
72,car_0,0,-79.5619358408293,20.0
72,car_1,1,-106.59241276781886,18.76611764034021
73,car_0,0,-77.4566726829346,20.0
73,car_1,1,-104.61703196357251,18.76611764034021
74,car_0,0,-75.35140952503984,20.0
74,car_1,1,-102.64165115932617,18.76611764034021
